www.thebabyfold.org	12.1.208.54
aspectwerkz.codehaus.org	66.216.68.111
www.komvis.com	66.216.68.189
www.zettacom.com	66.216.68.224
sabili.com	66.216.68.250
lwn.net	66.216.68.48
www.cobrainsurance.net	66.216.68.54
www.saxonhomeschool.com	66.216.68.87
66.216.68.97	66.216.68.97
www.registar.com	66.216.69.64
www.ceruleanstudios.com	66.216.70.167
www.kidsgames.org	66.216.70.69
toyshop.uptoten.com	66.216.70.70
www.laughingsquid.net	66.216.71.93
www.hotelsslovakia.com	66.216.72.248
belt.abetterinternet.com	66.216.73.160
sentrymon.ipinsight.net	66.216.73.161
www.dri-waterless-car-wash.com	66.216.73.230
shop.doitrightonline.com	66.216.73.58
penisenlargementindex.com	66.216.74.56
www.amateurs-tgp.net	66.216.74.57
free-nokia-ringtones.com	66.216.74.58
www.austeambuild.com.au	66.216.74.90
www.decisionanalyst.com	66.216.75.103
www.opinionsurvey.com	66.216.75.105
www.executiveadvisoryboard.com	66.216.75.109
www.decisionanalyst.org	66.216.75.117
affiliates.rocawear.com	66.216.75.145
www.sli-systems.com	66.216.75.197
nbc.resultspage.com	66.216.75.199
www.xoxo.com	66.216.75.76
www.floppybank.com	66.216.76.1
www.friendx.com	66.216.76.11
www.excessivesweating.org	66.216.76.113
track.floppybank.com	66.216.76.3
adserv.floppybank.com	66.216.76.4
mobile.friendx.com	66.216.76.9
shop.yestshirt.com	66.216.77.4
secure.crtdirect.com	66.216.79.254
shop.freeteddybear.com	66.216.79.48
66.216.80.221	66.216.80.221
www.holidayfestival.com	66.216.80.40
www.rocawear.com	66.216.81.74
shop.orangecountychoppers.com	66.216.81.76
www.healthchecksystems.com	66.216.83.221
www.pleasuremenow.com	66.216.85.161
www.coffeecup.com	66.216.88.53
www.importfan.com	66.216.90.230
www.paceparts.com	66.216.90.235
www.intimategifts.com	66.216.92.247
secure.richdad.com	66.216.92.38
www.usedpartscentral.com	66.216.94.235
www.strategosstore.com	66.216.94.85
store.iliumsoft.com	66.216.95.246
fundamentaltop500.com	66.216.95.34
www.cash-us.com	66.216.95.35
www.penisenlargementbiz.com	66.216.96.106
www.opportunitynocs.org	66.216.96.107
www.canadacolleges.us	66.216.96.112
www.movabletype.org	66.216.96.146
www.boatingchannel.com	66.216.96.16
amateurstraightguys.com	66.216.96.161
www.saltinstitute.org	66.216.96.164
www.times.co.zm	66.216.96.183
www.cliparthost.com	66.216.96.201
www.kgma.org	66.216.96.219
www.rxfromhome.com	66.216.96.231
www.ableshoppers.com	66.216.96.233
www.mymags.com	66.216.96.240
ww5.aitsafe.com	66.216.96.93
geo.amads.net	66.216.96.98
emailonsteroids.com	66.216.97.141
www.8bitjoystick.com	66.216.97.162
www.mp2kmag.com	66.216.97.175
www.autopartsauthority.com	66.216.97.251
www.cruisedeals.com	66.216.97.86
www.marketingjobs.com	66.216.98.103
ad.thecarconnection.com	66.216.98.11
www.lucianne.com	66.216.98.120
newyork.urbanbaby.com	66.216.98.145
www.samys.com	66.216.98.159
www.aruba.com	66.216.98.162
www.natskys.com	66.216.98.17
www.longdicks.com	66.216.98.176
www.drug-stores.ws	66.216.98.205
www.colby-sawyer.edu	66.216.98.29
www.ebookad.com	66.216.98.35
travelingamerica.org	66.216.98.58
www.manyworlds.com	66.216.98.77
aku.edu	66.216.98.78
www.softbytelabs.com	66.216.99.32
www.ltcps.com	66.218.128.42
www.astromart.com	66.218.199.5
www.forumsigs.com	66.218.239.8
www.petuniaproductions.com	66.218.38.74
www.lugod.org	66.218.54.136
www.pagadian.org	66.218.54.27
careerportal.resumix.com	66.218.64.237
pljb7.rmx.scd.yahoo.com	66.218.64.246
us.1.p.webhosting.yahoo.com	66.218.65.123
f5.grp.yahoofs.com	66.218.66.162
f6.grp.yahoofs.com	66.218.66.163
groups.yahoo.com	66.218.66.240
ar.groups.yahoo.com	66.218.66.241
dir.groups.yahoo.com	66.218.66.243
attach1.groups.yahoo.com	66.218.66.244
attach3.groups.yahoo.com	66.218.66.246
attach4.groups.yahoo.com	66.218.66.247
f1.grp.yahoofs.com	66.218.66.248
f2.grp.yahoofs.com	66.218.66.249
f3.grp.yahoofs.com	66.218.66.250
f4.grp.yahoofs.com	66.218.66.255
post.messages.yahoo.com	66.218.68.146
yog7.games.scd.yahoo.com	66.218.68.198
yog23.games.scd.yahoo.com	66.218.68.214
yog29.games.scd.yahoo.com	66.218.68.220
yog30.games.scd.yahoo.com	66.218.68.221
yog32.games.scd.yahoo.com	66.218.68.223
yog33.games.scd.yahoo.com	66.218.68.224
yog34.games.scd.yahoo.com	66.218.68.225
yog37.games.scd.yahoo.com	66.218.68.228
yog46.games.scd.yahoo.com	66.218.68.237
yog55.games.scd.yahoo.com	66.218.68.246
yog66.games.scd.yahoo.com	66.218.68.247
yog67.games.scd.yahoo.com	66.218.68.251
stream.search.yahoo.com	66.218.69.106
search.yahooligans.yahoo.com	66.218.69.109
search.yahooligans.yahoo.com	66.218.69.110
fan4.sports.scd.yahoo.com	66.218.69.67
fan5.sports.scd.yahoo.com	66.218.69.68
mediaframe.yahoo.com	66.218.70.104
mediaframe.yahoo.com	66.218.70.105
mediaframe.yahoo.com	66.218.70.106
mediaframe.yahoo.com	66.218.70.107
profiles.games.yahoo.com	66.218.70.134
profiles.games.yahoo.com	66.218.70.135
yog69.games.scd.yahoo.com	66.218.70.14
search2.cc.scd.yahoo.com	66.218.70.143
yog70.games.scd.yahoo.com	66.218.70.15
yog62.games.scd.yahoo.com	66.218.70.16
yog64.games.scd.yahoo.com	66.218.70.18
yog65.games.scd.yahoo.com	66.218.70.19
add.yahoo.com	66.218.70.227
sec.yimg.com	66.218.70.70
yog56.games.scd.yahoo.com	66.218.71.1
srd.yahoo.com	66.218.71.100
srd.yahoo.com	66.218.71.101
srd.yahoo.com	66.218.71.102
d1.dir.scd.yahoo.com	66.218.71.104
us.yimg.com	66.218.71.108
us.yimg.com	66.218.71.109
us.yimg.com	66.218.71.110
us.yimg.com	66.218.71.111
mobile.yahoo.com	66.218.71.131
asia.messages.yahoo.com	66.218.71.136
chinese.yahoo.com	66.218.71.138
finance.messages.yahoo.com	66.218.71.140
buzz.yahoo.com	66.218.71.145
tv.yahoo.com	66.218.71.146
movies.yahoo.com	66.218.71.147
search.launch.yahoo.com	66.218.71.148
quote.yahoo.com	66.218.71.149
ca.finance.yahoo.com	66.218.71.150
companion.yahoo.com	66.218.71.153
kr.pclick.internal.yahoo.com	66.218.71.156
chart.yahoo.com	66.218.71.158
ichart.yahoo.com	66.218.71.161
us.update.companion.yahoo.com	66.218.71.162
yahooligans.yahoo.com	66.218.71.163
ca.rd.yahoo.com	66.218.71.164
ca.yimg.com	66.218.71.165
ads.auctions.yahoo.com	66.218.71.166
auctions.shopping.yahoo.com	66.218.71.170
page.auctions.shopping.yahoo.com	66.218.71.171
search.auctions.shopping.yahoo.com	66.218.71.173
us.rmi.yahoo.com	66.218.71.183
promo.yahoo.com	66.218.71.184
hotjobs.sweepstakes.yahoo.com	66.218.71.185
baseball.fantasysports.yahoo.com	66.218.71.188
dir.yahoo.com	66.218.71.192
mail.yahoo.com.sg	66.218.71.198
yog57.games.scd.yahoo.com	66.218.71.2
search.shopping.yahoo.com	66.218.71.204
search.finance.yahoo.com	66.218.71.206
sports.yahoo.com	66.218.71.209
pg1.yahoo.com	66.218.71.218
yp.yahoo.com	66.218.71.222
rds.yahoo.com	66.218.71.223
66.218.71.225	66.218.71.225
search.weather.yahoo.com	66.218.71.226
games.yahoo.com	66.218.71.230
tools.search.yahoo.com	66.218.71.231
search.yahoo.com	66.218.71.233
pclick.internal.yahoo.com	66.218.71.234
edit.briefcase.yahoo.com	66.218.71.235
et.tv.yahoo.com	66.218.71.239
yog58.games.scd.yahoo.com	66.218.71.3
yog59.games.scd.yahoo.com	66.218.71.4
yog68.games.scd.yahoo.com	66.218.71.5
yog61.games.scd.yahoo.com	66.218.71.7
download.games.yahoo.com	66.218.71.97
download.games.yahoo.com	66.218.71.98
download.games.yahoo.com	66.218.71.99
dnld-www2.games.scd.yahoo.com	66.218.73.201
us.lrd.yahoo.com	66.218.73.6
platinum.yahoo.com	66.218.74.186
rd.ss.yahoo.com	66.218.74.211
fifaworldcup.yahoo.com	66.218.74.217
basketball.fantasysports.yahoo.com	66.218.74.225
smallbusiness.yahoo.com	66.218.75.132
advanced.search.shopping.yahoo.com	66.218.75.137
cb.us.rmi.yahoo.com	66.218.75.141
profiles.yahoo.com	66.218.75.148
edit.profiles.yahoo.com	66.218.75.149
members.yahoo.com	66.218.75.151
personal.news.yahoo.com	66.218.75.154
edit.news.yahoo.com	66.218.75.155
get.games.yahoo.com	66.218.75.159
reg.yimg.com	66.218.75.167
phone.yahoo.com	66.218.75.175
phonecard.yahoo.com	66.218.75.176
api.photos.yahoo.com	66.218.75.181
edit.photos.groups.yahoo.com	66.218.75.182
us.f2.yahoofs.com	66.218.75.183
login.yahoo.com	66.218.75.184
briefcase.yahoo.com	66.218.75.186
photos.groups.yahoo.com	66.218.75.188
asia.f1.pg.photos.yahoo.com	66.218.75.189
news.yahoo.com	66.218.75.230
us.share.geocities.com	66.218.76.118
us.share.geocities.com	66.218.76.144
us.share.geocities.com	66.218.76.145
us.share.geocities.com	66.218.76.146
us.share.geocities.com	66.218.76.147
visit.geocities.com	66.218.77.64
pic.geocities.com	66.218.77.65
ar.geocities.com	66.218.77.68
geo.yahoo.com	66.218.77.72
pagebuilder.yahoo.com	66.218.77.76
geocities.yahoo.com	66.218.77.78
sg.geocities.yahoo.com	66.218.77.82
es.toto.geo.yahoo.com	66.218.77.83
pages.yahoo.com	66.218.77.85
wizards.yahoo.com	66.218.77.88
f404.mail.yahoo.com	66.218.78.117
aa.f405.mail.yahoo.com	66.218.78.137
es.f406.mail.yahoo.com	66.218.78.157
aa.f407.mail.yahoo.com	66.218.78.177
f408.mail.yahoo.com	66.218.78.197
f409.mail.yahoo.com	66.218.78.217
f400.mail.yahoo.com	66.218.78.33
f401.mail.yahoo.com	66.218.78.52
aa.f402.mail.yahoo.com	66.218.78.79
ar.f403.mail.yahoo.com	66.218.78.94
blog.pupet.net	66.218.79.169
blog.pupet.net	66.218.79.170
blog.pupet.net	66.218.79.171
mandelweb.com	66.218.79.172
angelaslegacy.com	66.218.79.173
blog.pupet.net	66.218.79.174
blog.pupet.net	66.218.79.175
blog.pupet.net	66.218.79.176
angelaslegacy.com	66.218.79.177
angelaslegacy.com	66.218.79.178
angelaslegacy.com	66.218.79.179
angelaslegacy.com	66.218.79.180
angelaslegacy.com	66.218.79.181
angelaslegacy.com	66.218.79.182
angelaslegacy.com	66.218.79.183
blog.pupet.net	66.218.79.184
angelaslegacy.com	66.218.79.185
angelaslegacy.com	66.218.79.186
angelaslegacy.com	66.218.79.188
angelaslegacy.com	66.218.79.189
us.f802.mail.yahoo.com	66.218.79.54
us.f804.mail.yahoo.com	66.218.79.70
us.f806.mail.yahoo.com	66.218.79.98
ordering.yahoo.com	66.218.80.186
paydirect.yahoo.com	66.218.81.18
us.paydirect.hsbc.com	66.218.81.47
ca.f2.up.photos.yahoo.com	66.218.83.116
f2.pg.photos.yahoo.com	66.218.83.117
www.hotjobs.com	66.218.84.150
hotjobs.yahoo.com	66.218.84.154
www.mpe.com	66.218.85.168
www.bataviamachinery.com	66.218.85.169
mail.bikinduit.com	66.218.85.170
f2.pg.briefcase.yahoo.com	66.218.87.10
f2.up.briefcase.yahoo.com	66.218.87.11
us.f1f.yahoofs.com	66.218.87.248
us.f1.yahoofs.com	66.218.87.254
www.yolinux.com	66.218.88.103
www.etoile.co.uk	66.218.88.11
www.herbalsmokeshops.com	66.218.88.111
www.angrylove.com	66.218.88.113
www.sandersandassociates.com	66.218.88.116
www.cooldiggygirls.com	66.218.88.118
www.paradigmassociates.org	66.218.88.119
www.daily1.com	66.218.88.12
www.toronto-lime.net	66.218.88.122
www.eva-r.com	66.218.88.129
www.blueskydigital.com	66.218.88.13
www.biblebelievers.com	66.218.88.132
www.krucli.com	66.218.88.133
www.charitycam.org	66.218.88.137
www.petersharpe.com	66.218.88.139
www.godstruthfortoday.org	66.218.88.14
www.arcadia-animations.com	66.218.88.140
www.3drender.com	66.218.88.147
www.misterfixit.com	66.218.88.15
www.workmall.com	66.218.88.162
www.spiral-dance.com	66.218.88.165
www.qsksrv.net	66.218.88.166
www.dynotech.com	66.218.88.17
www.hanoman-i.com	66.218.88.170
www.psicologoinfantil.com	66.218.88.175
www.hshband.net	66.218.88.18
www.islamworld.net	66.218.88.186
cascolytravel.com	66.218.88.19
crimethinc.com	66.218.88.190
www.southerntickets.net	66.218.88.2
www.2topstars.com	66.218.88.21
shadesofnwar.com	66.218.88.22
www.guitarsolo.com	66.218.88.23
www.onlinejobs.com	66.218.88.3
ifiji.com	66.218.88.32
theimaginaryworld.com	66.218.88.33
www.americandreamcars.com	66.218.88.35
atrevete.com	66.218.88.36
www.dohacollege.com	66.218.88.37
www.cybersky.com	66.218.88.38
www.cattdaddy.com	66.218.88.39
www.tccandler.com	66.218.88.4
www.sportsville.org	66.218.88.40
www.robertplanthomepage.com	66.218.88.42
www.absolutgallery.com	66.218.88.43
www.kargar.org	66.218.88.51
www.dermnetnz.org	66.218.88.58
www.halowe-graphics.com	66.218.88.63
www.arizonapersian.com	66.218.88.65
www.bellsnwhistles.com	66.218.88.66
masters-of-photography.com	66.218.88.67
philiphuang.com	66.218.88.68
www.djmcc.com	66.218.88.69
clantongang.com	66.218.88.70
www.mediachannel.com	66.218.88.71
www.lukin.com	66.218.88.72
www.patrol.org	66.218.88.74
www.movieprop.com	66.218.88.75
www.accommodationsbali.com	66.218.88.77
human-nature.com	66.218.88.78
www.ipanema.com	66.218.88.9
www.kafa.net	66.218.89.1
www.ibleedblack.com	66.218.89.10
skyriveronline.com	66.218.89.101
www.chavacano.org	66.218.89.103
inidownload.com	66.218.89.112
www.uselessmoviequotes.com	66.218.89.113
www.principlesofmarketing.com	66.218.89.117
www.borderschess.org	66.218.89.120
marilee.us	66.218.89.121
allpsych.com	66.218.89.124
www.smackdvdmagazine.com	66.218.89.132
www.stardesktop.com	66.218.89.137
www.ftpkey.com	66.218.89.140
www.udanium.com	66.218.89.141
www.gloryisagod.com	66.218.89.142
mestcrapp.com	66.218.89.143
www.ideaattorneys.com	66.218.89.146
www.pckeyboard.com	66.218.89.15
www.sydthe.net	66.218.89.153
www.freeavatars.net	66.218.89.158
neuroland.com	66.218.89.160
leilako.com	66.218.89.161
www.wickiearts.com	66.218.89.173
www.gospelbillboard.com	66.218.89.174
www.naswnj.org	66.218.89.177
www.cyber-cinema.com	66.218.89.182
www.bandedge.com	66.218.89.187
hooplasports.com	66.218.89.194
www.iraniangaydoctors.com	66.218.89.196
www.theinsider.com	66.218.89.2
www.matweb-01.com	66.218.89.201
www.windstuffnow.com	66.218.89.205
www.lammergeier.net	66.218.89.208
www.ochef.com	66.218.89.218
www.download-treecardgames.com	66.218.89.223
www.u-click.com	66.218.89.234
www.aulafacil.org	66.218.89.235
djdangermouse.com	66.218.89.248
jghughes.net	66.218.89.25
www.remote-control.net	66.218.89.4
www.yasno.com	66.218.89.40
www.boxingtalk.net	66.218.89.41
www.uglybutton.com	66.218.89.42
www.capricorn007.com	66.218.89.43
www.happythursday.com	66.218.89.45
www.bible-studies.net	66.218.89.46
aulafacil.com	66.218.89.49
www.adsl4ever.com	66.218.89.5
www.planetaryexploration.net	66.218.89.53
www.ryourstone.com	66.218.89.54
fantes.com	66.218.89.60
1000bestlenders.com	66.218.89.61
www.tmgnow.com	66.218.89.62
aimsciences.org	66.218.89.64
www.peterthottam.com	66.218.89.66
www.messinaonwheels.com	66.218.89.7
www.dropoflife.org	66.218.89.70
www.chiafilm.com	66.218.89.72
www.evergreenpark-ill.com	66.218.89.73
www.iranep.org	66.218.89.76
www.jettenterprises.com	66.218.89.77
www.apo83.org	66.218.89.82
www.citycollegiate.com	66.218.89.91
www.ghoststudy.com	66.218.89.99
www.the-movie-times.com	66.218.90.188
66.218.90.237	66.218.90.237
www.topscreensavers.com	66.218.90.249
steelnavy.com	66.218.91.24
www.rdanderson.com	66.218.91.48
ar.f410.mail.yahoo.com	66.218.95.192
f411.mail.yahoo.com	66.218.95.193
aa.f412.mail.yahoo.com	66.218.95.194
f414.mail.yahoo.com	66.218.95.195
f415.mail.yahoo.com	66.218.95.196
f416.mail.yahoo.com	66.218.95.197
f417.mail.yahoo.com	66.218.95.198
aa.f418.mail.yahoo.com	66.218.95.199
aa.f419.mail.yahoo.com	66.218.95.200
f420.mail.yahoo.com	66.218.95.201
aa.f413.mail.yahoo.com	66.218.95.202
www.n-link.com	66.219.1.1
www.biglots.com	66.219.146.167
www.biglotswholesale.com	66.219.146.168
www.brightdsl.net	66.219.156.13
www.aros.net	66.219.192.42
www.closetomyheart.com	66.219.196.140
www.bcdb.com	66.219.198.201
media.bcdb.com	66.219.198.209
www.microwindows.org	66.219.206.4
embedded.centurysoftware.com	66.219.206.8
www.coaching-institute.com	66.219.210.29
www.britishamerican.com	66.219.211.169
www.mrf.org	66.219.35.94
www3.bridesave.com	66.219.48.180
www2.bridesave.com	66.219.48.190
www.medico.org	66.219.49.118
moyra.com	66.219.49.213
www.anomalynews.com	66.219.50.53
sxsw.com	66.219.52.4
www.swatvalley.com	66.220.0.106
www.oiucm.org	66.220.0.148
www.coolyar.com	66.220.0.176
www.lovelypakistan.com	66.220.0.42
www.icap.org.pk	66.220.0.54
idsplayground.com	66.220.1.108
www.davisnet.com	66.220.10.133
www.authorsden.com	66.220.11.194
66.220.130.210	66.220.130.210
search.active-max.com	66.220.17.152
lop.com	66.220.17.153
ayb.lop.com	66.220.17.154
www.lop.com	66.220.17.156
search.lop.com	66.220.17.157
a21394.bins.lop.com	66.220.17.158
ads.lop.com	66.220.17.159
files.msgplus.net	66.220.17.175
ads.contexualsearch.com	66.220.17.203
ecpm.com	66.220.17.204
66.220.17.206	66.220.17.206
mysearchnow.com	66.220.17.211
bins.prosearching.com	66.220.17.216
indonesia.rub.to	66.220.17.217
66.220.17.221	66.220.17.221
www.sbvr.com	66.220.17.222
p23268.scrk.com	66.220.17.224
searchexe.com	66.220.17.226
sfux.com	66.220.17.228
tdmy.com	66.220.17.231
tjar.com	66.220.17.235
tjem.com	66.220.17.238
tjgo.com	66.220.17.239
66.220.17.240	66.220.17.240
wflu.com	66.220.17.241
young-n-sexy.com	66.220.17.36
image.lop.com	66.220.17.41
music.active-max.com	66.220.17.70
www.eg3.com	66.220.18.178
navigation.nsgnav.com	66.220.18.29
www.sysupdates.com	66.220.2.164
www.keenspot.com	66.220.2.3
sinfest.net	66.220.2.5
blottostreet.keenspace.com	66.220.2.7
www.vote-smart.org	66.220.23.42
www.upa.org	66.220.23.76
images.boardhost.com	66.220.24.109
www.boardhost.com	66.220.24.111
www.olgaedwards.ltd.uk	66.220.24.141
www.aftabdaily.net	66.220.24.145
www.emulationstation.com	66.220.24.151
directbusplan.com	66.220.24.64
www.istarthere.com	66.220.24.80
www.graphic-forums.com	66.220.25.111
koobi-studio.com	66.220.25.113
www.azillionthings.com	66.220.25.148
www.myauctionplanet.com	66.220.27.208
www.ddlspot.com	66.220.27.80
www.xt100.net	66.220.28.134
www.justxteens.com	66.220.28.181
www.personal-home-page.com	66.220.28.84
www.top-hotel-discounts.com	66.220.28.85
www.phineyae.com	66.220.28.92
www.proz.com	66.220.3.120
www.ekoik.com	66.220.30.118
lelang.indo-web.com	66.220.30.144
namaqu.com	66.220.30.148
jadedjem.com	66.220.30.245
www.selfcaresuccess.com	66.220.30.39
www.mrtom.net	66.220.30.40
www.thesummerhouse.co.nz	66.220.30.53
www.lyricsstyle.com	66.220.30.74
stuffucanuse.com	66.220.30.86
www.sj-sharks.com	66.220.31.9
www.imby.net	66.220.5.104
www.1executiveresume.com	66.220.6.162
www.groupstudy.com	66.220.63.9
66.220.7.25	66.220.7.25
www.oritt.com	66.220.9.78
chinawebs.com	66.220.9.88
www.stovebolt.com	66.221.101.248
www.asktaco.com	66.221.106.54
www.listopt.com	66.221.109.11
www.j-fan.com	66.221.118.61
www.airsoftunleashed.com	66.221.12.26
www.sfheart.com	66.221.124.187
www.poeticarts.net	66.221.136.82
www.crittercontrol.com	66.221.137.90
www.sprayflex.com	66.221.138.176
www.patientcarebasket.com	66.221.14.163
image.yoho.com	66.221.142.198
image.yoho.com	66.221.149.127
www.sport-touring.net	66.221.150.220
www.vilanova.org	66.221.165.119
www.icra.org	66.221.165.93
www.donya-e-eqtesad.com	66.221.167.134
www.illusiondezign.com	66.221.17.238
www.offoffoff.com	66.221.175.252
www.venusserenafans.com	66.221.179.71
www.djboxny.com	66.221.180.175
dougburger.com	66.221.181.18
www.s5000.com	66.221.181.251
www.marvunapp.com	66.221.181.27
www.nativeamericanlinks.com	66.221.186.86
www.sftt.org	66.221.193.107
www.astronomy-photo.com	66.221.193.2
www.cognitivedistortion.com	66.221.196.127
ethanellenberg.com	66.221.196.194
content.emule-project.net	66.221.196.45
www.freegamesonline.com	66.221.2.137
bushwhacked.net	66.221.200.238
www.maggiesottero.com	66.221.202.16
www.saferide.org	66.221.202.219
www.jessicaspassionbox.com	66.221.203.3
www.theevilsex.com	66.221.203.6
www.aquarank.com	66.221.204.250
www.college-cram.com	66.221.205.22
www.taoist.org	66.221.207.36
www.myinteractivejournal.com	66.221.208.231
www.cyberiapc.com	66.221.210.199
www.facsnet.org	66.221.210.212
www.solartronic.com	66.221.211.173
www.avispanet.com	66.221.211.174
www.audio4fun.com	66.221.211.38
www.shabangjokaj.com	66.221.211.82
www.albanianmusic.com	66.221.211.83
hispatop.com	66.221.213.50
www.ramadbk.com	66.221.215.103
www.dream-tool.net	66.221.215.134
www.chateauindigo.com	66.221.217.141
franchise.pjscoffee.com	66.221.217.179
www.edealinfo.com	66.221.217.60
www.directdegree.com	66.221.217.97
www.weekendvideo.com	66.221.222.98
www.urdutimes.com	66.221.26.62
www.aicgs.org	66.221.28.197
www.bloomingtoncityblessing.org	66.221.28.234
www.freshsoup.com	66.221.29.144
www.orlandorealestateflorida.com	66.221.30.191
www.desiconnection.com	66.221.34.154
www.abadgaran.ir	66.221.34.4
66.221.35.175	66.221.35.175
www.artesanodecor.com	66.221.35.216
www.newpersia.com	66.221.35.92
www.dallasdancers.com	66.221.36.180
www.inetgiant.com	66.221.36.216
www.next-wave.org	66.221.37.206
www.wings1012.com	66.221.39.142
www.imambargah.com	66.221.39.43
www.hussainiat.com	66.221.45.139
valueableclicks.com	66.221.45.141
www.expreso.com.pe	66.221.46.40
www.epakiztan.com	66.221.47.211
www.hunksbabes.com	66.221.47.213
bostonpete.us	66.221.53.1
ayaam.com	66.221.6.169
www.flagshipmarinas.com	66.221.63.246
www.img-host.com	66.221.65.10
www.nbp.com.pk	66.221.67.64
www.trylenium.com	66.221.68.206
ixtle.com	66.221.68.91
www.openave.com	66.221.69.110
66.221.69.202	66.221.69.202
www.resumesandcoverletters.com	66.221.69.224
www.careerdoctor.org	66.221.69.225
www.quintcareers.com	66.221.69.226
www.millerhouseofsports.com	66.221.70.173
itefix.no	66.221.72.25
www.rapindustry.com	66.221.72.97
www.thefinals.com	66.221.73.141
www.isildur.com	66.221.8.101
www.eaglesup.com	66.221.80.175
www.nicheseek.com	66.221.81.43
www.3sooteh.com	66.221.81.60
alfi.com	66.221.81.72
www.seaspot.com	66.221.85.159
mabila.ua	66.221.85.180
images.3ton.com	66.221.85.181
www.certy.com	66.221.97.210
www.caic.org.au	66.223.104.12
www.intimatesynergy.com	66.223.104.229
www.ncc.gov.ng	66.223.104.235
www.egyptdentists.com	66.223.104.66
www.iamstrange.com	66.223.105.226
www.farmworldonline.com	66.223.106.124
www.chialpha.com	66.223.106.241
www.abra-electronics.com	66.223.107.231
www.campaignlifecoalition.com	66.223.107.88
shyne.com	66.223.110.174
www.nmrdist.com	66.223.110.196
www.megaeast.com	66.223.110.202
www.dailytimes.com.pk	66.223.110.203
www.attraction.com	66.223.110.244
www.guyswithcams.com	66.223.110.59
www.worldmagblog.com	66.223.111.162
www.worldmag.com	66.223.111.163
www.nojazzfest.com	66.223.111.186
www.cspinet.org	66.223.111.22
www.123posters.com	66.223.111.240
arizonan.com	66.223.111.31
www.tbn.org	66.223.111.38
flagspot.net	66.223.113.189
www.worldcall.com.pk	66.223.115.113
66.223.116.4	66.223.116.4
www.adam-and-eva.com	66.223.116.6
myjoyonline.com	66.223.12.137
www.bondstreet.com	66.223.12.65
www.compunerdz.com	66.223.124.103
www.dairymaster.com	66.223.124.50
www.amfengshui.com	66.223.125.138
www.rockbottomcloseouts.com	66.223.125.154
www.examgen.com	66.223.125.165
www.exp-aircraft.com	66.223.126.118
www.bookmarc.com	66.223.126.124
www.sassds.org	66.223.126.221
www.runtime.org	66.223.126.53
www.pakranks.com	66.223.126.78
www.aliveandwell.org	66.223.127.30
www.indiatogether.org	66.223.127.69
theprp.com	66.223.13.133
www.animeondvd.com	66.223.16.156
www.animationartcollecting.com	66.223.16.31
www.ncsreporting.com	66.223.18.11
folders.com	66.223.19.20
jamaicanegril.com	66.223.19.55
www.salesproposals.com	66.223.20.71
www.wendys-invest.com	66.223.21.84
sms.profuso.com	66.223.23.100
www.kabalarians.com	66.223.23.214
www.bigbearmountainresorts.com	66.223.24.15
bearmountain.com	66.223.24.43
www.eastcoastsurf.com	66.223.25.137
www.azhummer.com	66.223.25.173
www.turbo-kits.com	66.223.27.25
www.f-max.com	66.223.27.46
www.creditimprove.org	66.223.29.111
www.kidszoo.com	66.223.3.199
www.uhftips.org	66.223.31.222
www.cryocell.com	66.223.37.93
www.bolivia-usa.org	66.223.38.219
www.adragonsdelirium.com	66.223.4.59
www.shrmatlanta.org	66.223.41.128
66.223.41.16	66.223.41.16
66.223.41.167	66.223.41.167
www.mepc.org	66.223.41.172
www.edenbridals.com	66.223.41.228
www.freegift.net	66.223.44.155
66.223.45.28	66.223.45.28
www.danheller.com	66.223.45.50
www.childrenselibrary.com	66.223.45.54
www.pkc.org	66.223.45.93
www.instantchess.com	66.223.46.12
www.relibrary.com	66.223.46.49
www.jampaper.com	66.223.49.14
www.flaghouse.com	66.223.50.12
1800wheelchair.com	66.223.50.234
www.1christian.net	66.223.50.250
www.canyonranch.com	66.223.50.34
www.usgcls.com	66.223.50.36
christiansunite.com	66.223.50.40
laurel.netster.com	66.223.50.92
eastandard.com	66.223.50.94
www.integritymusic.com	66.223.51.120
www.animationartgallery.com	66.223.51.13
www.sportswimp.com	66.223.51.172
www.mindspacenetworks.com	66.223.51.201
www.autosforsaleonline.com	66.223.51.53
www.smiliegames.com	66.223.51.83
www.cdrecordingsoftware.com	66.223.53.163
www.kitchenandhouseware.com	66.223.55.133
www.littledittle.com	66.223.68.110
www.chocolatefantasies.com	66.223.69.214
www.cityofbeacon.org	66.223.7.203
www.howtoconquertheworld.com	66.223.71.221
www.idea-group.com	66.223.8.85
www.buyolympia.com	66.224.103.147
www.thebereancall.org	66.224.121.90
forums.huntingfirearms.com	66.224.138.172
www.club-prelude.com	66.224.138.35
www.onimushasword.com	66.224.140.67
www.allsparestools.com	66.224.46.162
allzs.incovanw.com	66.224.47.51
www.rage3d.com	66.224.5.66
www.playmusicfree.com	66.224.68.30
66.224.99.4	66.224.99.4
www.aviva.ca	66.225.137.165
playteen.centralserver.net	66.225.192.116
www.shahnameh.com	66.225.196.173
www.bookedspace.com	66.225.196.202
www.iolo.com	66.225.196.36
www.iolo.com	66.225.196.37
freestateproject.org	66.225.196.41
www.iolo.com	66.225.196.95
www.iolo.com	66.225.196.96
indorave.slesta.com	66.225.196.97
www.skwot.com	66.225.198.21
www.flyingomelette.com	66.225.198.32
www.fansedge.com	66.225.202.50
www.shopwestfarms.com	66.225.209.12
